Cache[NODE_1].State,Cache[NODE_1].Data,Cache[NODE_2].State,Cache[NODE_2].Data,Chan1[NODE_1].Cmd,Chan1[NODE_2].Cmd,Chan2[NODE_1].Cmd,Chan2[NODE_1].Data,Chan2[NODE_2].Cmd,Chan2[NODE_2].Data,Chan3[NODE_1].Cmd,Chan3[NODE_1].Data,Chan3[NODE_2].Cmd,Chan3[NODE_2].Data,InvSet[NODE_1],InvSet[NODE_2],ShrSet[NODE_1],ShrSet[NODE_2],ExGntd,CurCmd,CurPtr,MemData,AuxData,isgood
I,Undefined,E,DATA_2,ReqE,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,TRUE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,E,DATA_1,ReqE,ReqE,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,E,DATA_2,Empty,ReqE,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,Empty,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,FALSE,FALSE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
E,DATA_2,I,Undefined,ReqS,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
E,DATA_1,I,Undefined,ReqS,ReqE,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
E,DATA_2,I,Undefined,ReqE,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
E,DATA_1,I,Undefined,ReqE,ReqE,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
E,DATA_2,I,Undefined,Empty,ReqE,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,Empty,ReqE,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,E,DATA_2,ReqS,Empty,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqS,Empty,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,FALSE,FALSE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,E,DATA_2,ReqE,Empty,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqE,Empty,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,FALSE,FALSE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,Empty,Empty,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_2,FALSE,FALSE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
E,DATA_2,I,Undefined,ReqS,Empty,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqS,Empty,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
E,DATA_2,I,Undefined,ReqE,Empty,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqE,Empty,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,Empty,Empty,Empty,Undefined,Empty,Undefined,InvAck,DATA_2,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
E,DATA_2,I,Undefined,ReqS,Empty,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqS,Empty,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
E,DATA_2,I,Undefined,ReqE,Empty,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqE,Empty,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,Empty,Empty,Empty,Undefined,Empty,Undefined,InvAck,DATA_2,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqS,ReqS,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,ReqE,ReqS,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,I,Undefined,Empty,ReqS,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,Empty,ReqS,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,S,DATA_1,ReqS,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,TRUE,TRUE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,ReqS,ReqE,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,ReqE,ReqE,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,I,Undefined,Empty,ReqE,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,Empty,ReqE,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,ReqS,ReqS,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,ReqE,ReqS,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,I,Undefined,Empty,ReqS,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,Empty,ReqS,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,S,DATA_1,ReqE,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,TRUE,TRUE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,TRUE
S,DATA_1,I,Undefined,ReqS,Empty,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,ReqS,Empty,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,I,Undefined,ReqE,Empty,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,ReqE,Empty,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,Empty,Empty,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,TRUE
S,DATA_1,S,DATA_1,Empty,Empty,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,Empty,ReqS,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,FALSE,TRUE,FALSE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,I,Undefined,Empty,ReqS,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,FALSE,TRUE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,ReqS,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,TRUE,FALSE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,Empty,ReqE,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,FALSE,TRUE,FALSE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,I,Undefined,Empty,ReqS,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,FALSE,TRUE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,ReqS,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,TRUE,FALSE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,ReqS,Empty,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,FALSE,TRUE,FALSE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,ReqE,Empty,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,FALSE,TRUE,FALSE,TRUE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,Empty,Empty,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,FALSE,TRUE,TRUE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,TRUE
S,DATA_1,S,DATA_1,ReqS,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,TRUE,TRUE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,ReqS,ReqE,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,ReqE,ReqE,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,I,Undefined,Empty,ReqE,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,Empty,ReqE,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,S,DATA_1,ReqE,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,TRUE,TRUE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,TRUE
S,DATA_1,I,Undefined,ReqS,Empty,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,ReqS,Empty,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,I,Undefined,ReqE,Empty,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,ReqE,Empty,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,I,Undefined,Empty,Empty,Inv,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,FALSE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,S,DATA_1,Empty,Empty,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,TRUE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,Empty,Empty,GntS,DATA_1,Inv,Undefined,Empty,Undefined,Empty,Undefined,TRUE,FALSE,TRUE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,ReqS,ReqS,Empty,Undefined,Empty,Undefined,InvAck,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,ReqE,ReqS,Empty,Undefined,Empty,Undefined,InvAck,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,I,Undefined,Empty,ReqE,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,FALSE,TRUE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,Empty,ReqS,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,FALSE,TRUE,FALSE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,ReqE,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,TRUE,FALSE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,Empty,ReqE,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,FALSE,TRUE,FALSE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,I,Undefined,Empty,ReqE,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,FALSE,TRUE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,ReqE,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,TRUE,FALSE,TRUE,FALSE,Empty,Undefined,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,ReqS,Empty,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,FALSE,TRUE,FALSE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,S,DATA_1,ReqE,Empty,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,FALSE,TRUE,FALSE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,ReqS,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,Undefined,FALSE,FALSE,FALSE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,ReqE,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,Undefined,FALSE,FALSE,FALSE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,ReqS,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,Undefined,FALSE,FALSE,FALSE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,ReqE,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,Undefined,FALSE,FALSE,FALSE,TRUE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,ReqS,ReqE,Empty,Undefined,Empty,Undefined,InvAck,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,ReqE,ReqE,Empty,Undefined,Empty,Undefined,InvAck,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,E,DATA_2,ReqS,ReqS,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqS,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,FALSE,FALSE,FALSE,TRUE,TRUE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,E,DATA_2,ReqE,ReqS,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqE,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,FALSE,FALSE,FALSE,TRUE,TRUE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,Empty,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_2,FALSE,FALSE,FALSE,TRUE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
E,DATA_2,I,Undefined,ReqS,ReqS,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqS,ReqS,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
E,DATA_2,I,Undefined,ReqE,ReqS,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqE,ReqS,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,Empty,ReqS,Empty,Undefined,Empty,Undefined,InvAck,DATA_2,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,E,DATA_2,ReqS,ReqE,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqS,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,FALSE,FALSE,FALSE,TRUE,TRUE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,E,DATA_2,ReqE,ReqE,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqE,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,FALSE,FALSE,FALSE,TRUE,TRUE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,Empty,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_2,FALSE,FALSE,FALSE,TRUE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
E,DATA_2,I,Undefined,ReqS,ReqS,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqS,ReqS,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
E,DATA_2,I,Undefined,ReqE,ReqS,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqE,ReqS,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,Empty,ReqS,Empty,Undefined,Empty,Undefined,InvAck,DATA_2,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqS,Empty,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_2,FALSE,FALSE,FALSE,TRUE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqE,Empty,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_2,FALSE,FALSE,FALSE,TRUE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
S,DATA_1,I,Undefined,ReqE,Empty,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,FALSE,TRUE,FALSE,FALSE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
S,DATA_1,I,Undefined,ReqE,Empty,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,TRUE,FALSE,TRUE,FALSE,FALSE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
E,DATA_2,I,Undefined,ReqS,ReqE,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqS,ReqE,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
E,DATA_2,I,Undefined,ReqE,ReqE,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqE,ReqE,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqS,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,Empty,ReqE,Empty,Undefined,Empty,Undefined,InvAck,DATA_2,Empty,Undefined,FALSE,FALSE,TRUE,FALSE,TRUE,ReqS,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,E,DATA_2,ReqS,ReqS,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqS,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,FALSE,FALSE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,E,DATA_2,ReqE,ReqS,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqE,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,FALSE,FALSE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,I,Undefined,Empty,ReqS,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_2,FALSE,FALSE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,E,DATA_2,ReqS,ReqE,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
I,Undefined,I,Undefined,ReqS,ReqE,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,FALSE,FALSE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_1,TRUE
I,Undefined,E,DATA_2,ReqE,ReqE,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,FALSE,FALSE,FALSE,TRUE,TRUE,ReqE,NODE_1,DATA_1,DATA_2,TRUE
